Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1980-12-12 00:00:00-05:00,0.09958379715681076,0.10001674615980835,0.09958379715681076,0.09958379715681076,469033600,0.0,0.0
1980-12-15 00:00:00-05:00,0.09482142663530603,0.09482142663530603,0.09438847750425339,0.09438847750425339,175884800,0.0,0.0
1980-12-16 00:00:00-05:00,0.0878934834724639,0.0878934834724639,0.08746054023504257,0.08746054023504257,105728000,0.0,0.0
1980-12-17 00:00:00-05:00,0.0896252691745758,0.09005821819857318,0.0896252691745758,0.0896252691745758,86441600,0.0,0.0
1980-12-18 00:00:00-05:00,0.09222373366355896,0.0926566769408907,0.09222373366355896,0.09222373366355896,73449600,0.0,0.0
1980-12-19 00:00:00-05:00,0.09785201400518417,0.09828496301392796,0.09785201400518417,0.09785201400518417,48630400,0.0,0.0
1980-12-22 00:00:00-05:00,0.10261446982622147,0.10304819363376591,0.10261446982622147,0.10261446982622147,37363200,0.0,0.0
1980-12-23 00:00:00-05:00,0.10694468766450882,0.10737763678520383,0.10694468766450882,0.10694468766450882,46950400,0.0,0.0
1980-12-24 00:00:00-05:00,0.11257297545671464,0.11300592451552123,0.11257297545671464,0.11257297545671463,48003200,0.0,0.0
1980-12-26 00:00:00-05:00,0.12296449393033981,0.12339744311520162,0.12296449393033981,0.12296449393033981,55574400,0.0,0.0
1980-12-29 00:00:00-05:00,0.12469626218080519,0.1251292113068948,0.12469626218080519,0.1246962621808052,93161600,0.0,0.0
1980-12-30 00:00:00-05:00,0.12209853436820858,0.12209853436820858,0.1216655969619751,0.1216655969619751,68880000,0.0,0.0
1980-12-31 00:00:00-05:00,0.11863503198017997,0.11863503198017997,0.11820208281278612,0.1182020828127861,35750400,0.0,0.0
1981-01-02 00:00:00-05:00,0.11950082331895828,0.1203667209622329,0.11950082331895828,0.11950082331895828,21660800,0.0,0.0
1981-01-05 00:00:00-05:00,0.11733616809319189,0.11733616809319189,0.11690323054790497,0.11690323054790497,35728000,0.0,0.0
1981-01-06 00:00:00-05:00,0.1121400105266907,0.1121400105266907,0.11170706152915953,0.11170706152915955,45158400,0.0,0.0
1981-01-07 00:00:00-05:00,0.10737763678520383,0.10737763678520383,0.10694468766450882,0.10694468766450882,55686400,0.0,0.0
1981-01-08 00:00:00-05:00,0.10521288129460009,0.10521288129460009,0.10477994382381439,0.10477994382381439,39827200,0.0,0.0
1981-01-09 00:00:00-05:00,0.1104082390666008,0.11084118811498553,0.1104082390666008,0.1104082390666008,21504000,0.0,0.0
1981-01-12 00:00:00-05:00,0.11040822647658963,0.11040822647658963,0.10954234004020691,0.10954234004020691,23699200,0.0,0.0
1981-01-13 00:00:00-05:00,0.10607876200950761,0.10607876200950761,0.1056458130478859,0.1056458130478859,23049600,0.0,0.0
1981-01-14 00:00:00-05:00,0.10607877373695374,0.10651172274643975,0.10607877373695374,0.10607877373695374,14291200,0.0,0.0
1981-01-15 00:00:00-05:00,0.10824353247880936,0.10910941913816821,0.10824353247880936,0.10824353247880936,14067200,0.0,0.0
1981-01-16 00:00:00-05:00,0.10781060500153712,0.10781060500153712,0.10737765580415724,0.10737765580415726,13395200,0.0,0.0
1981-01-19 00:00:00-05:00,0.11387177556753157,0.11430472449134951,0.11387177556753157,0.11387177556753159,41574400,0.0,0.0
